state;date;primeira_dose;segunda_dose;terceira_dose
Rio de Janeiro;16/05/2021;842;9712;0
Rio de Janeiro;17/05/2021;37959;30036;0
Rio de Janeiro;18/05/2021;50784;20360;0
Rio de Janeiro;19/05/2021;50316;23507;0
Rio de Janeiro;20/05/2021;47747;15584;0
Rio de Janeiro;21/05/2021;49867;30939;0
Rio de Janeiro;22/05/2021;26252;16448;0
Rio de Janeiro;23/05/2021;144;73;0
Rio de Janeiro;24/05/2021;52033;27170;0
Rio de Janeiro;25/05/2021;63083;14962;0
Rio de Janeiro;26/05/2021;56642;23198;2
Rio de Janeiro;27/05/2021;56041;16914;0
Rio de Janeiro;28/05/2021;59622;8354;0
Rio de Janeiro;29/05/2021;43218;3399;0
Rio de Janeiro;30/05/2021;357;188;0
Rio de Janeiro;31/05/2021;39323;8317;0
Rio de Janeiro;01/06/2021;53193;12266;0
Rio de Janeiro;02/06/2021;57902;12464;0
Rio de Janeiro;03/06/2021;22450;3165;0
Rio de Janeiro;04/06/2021;36779;5009;0
Rio de Janeiro;05/06/2021;33108;5308;0
Rio de Janeiro;06/06/2021;442;125;0
Rio de Janeiro;07/06/2021;63558;8857;0
Rio de Janeiro;08/06/2021;68484;7205;0
Rio de Janeiro;09/06/2021;88749;4076;1
Rio de Janeiro;10/06/2021;62932;4724;0
Rio de Janeiro;11/06/2021;59616;3403;0
Rio de Janeiro;12/06/2021;50156;1037;0
Rio de Janeiro;13/06/2021;248;35;0
Rio de Janeiro;14/06/2021;73619;3812;0
Rio de Janeiro;15/06/2021;88245;4493;0
Rio de Janeiro;16/06/2021;79928;4373;0
Rio de Janeiro;17/06/2021;79397;3575;0
Rio de Janeiro;18/06/2021;73826;3212;0
Rio de Janeiro;19/06/2021;43124;1612;0
Rio de Janeiro;20/06/2021;7703;123;0
Rio de Janeiro;21/06/2021;72512;5565;0
Rio de Janeiro;22/06/2021;72096;5851;1
Rio de Janeiro;23/06/2021;84838;6236;0
Rio de Janeiro;24/06/2021;61394;5516;1
Rio de Janeiro;25/06/2021;57802;4163;0
Rio de Janeiro;26/06/2021;43058;3005;0
Rio de Janeiro;27/06/2021;6272;48;0
Rio de Janeiro;28/06/2021;102349;6709;0
Rio de Janeiro;29/06/2021;102817;4299;0
Rio de Janeiro;30/06/2021;98741;8565;0
Rio de Janeiro;01/07/2021;93969;8276;0
Rio de Janeiro;02/07/2021;88327;26970;3
Rio de Janeiro;03/07/2021;87073;18023;0
Rio de Janeiro;04/07/2021;1877;980;0
Rio de Janeiro;05/07/2021;83313;37922;0
Rio de Janeiro;06/07/2021;101222;30786;0
Rio de Janeiro;07/07/2021;152267;23562;0
Rio de Janeiro;08/07/2021;100257;38079;0
Rio de Janeiro;09/07/2021;99001;36598;0
Rio de Janeiro;10/07/2021;62153;17494;0
Rio de Janeiro;11/07/2021;5420;43;0
Rio de Janeiro;12/07/2021;79723;54494;0
Rio de Janeiro;13/07/2021;79928;48982;0
Rio de Janeiro;14/07/2021;78646;42370;0
Rio de Janeiro;15/07/2021;72787;52923;0
Rio de Janeiro;16/07/2021;61501;44955;0
Rio de Janeiro;17/07/2021;42006;26460;0
Rio de Janeiro;18/07/2021;1705;319;2
Rio de Janeiro;19/07/2021;62413;56570;0
Rio de Janeiro;20/07/2021;70843;48082;0
Rio de Janeiro;21/07/2021;83173;53593;0
Rio de Janeiro;22/07/2021;68294;49879;1
Rio de Janeiro;23/07/2021;67458;43317;0
Rio de Janeiro;24/07/2021;20007;17878;0
Rio de Janeiro;25/07/2021;593;208;0
Rio de Janeiro;26/07/2021;37011;54529;0
Rio de Janeiro;27/07/2021;37510;70663;0
Rio de Janeiro;28/07/2021;65721;70285;0
Rio de Janeiro;29/07/2021;87749;66116;0
Rio de Janeiro;30/07/2021;68427;68790;0
Rio de Janeiro;31/07/2021;41264;27974;0
Rio de Janeiro;01/08/2021;11247;142;0
Rio de Janeiro;02/08/2021;94892;45826;0
Rio de Janeiro;03/08/2021;89922;50180;8
Rio de Janeiro;04/08/2021;83862;49644;1
Rio de Janeiro;05/08/2021;87019;46497;9
Rio de Janeiro;06/08/2021;90079;37018;1
Rio de Janeiro;07/08/2021;60809;22704;0
Rio de Janeiro;08/08/2021;768;259;0
Rio de Janeiro;09/08/2021;110572;51036;3
Rio de Janeiro;10/08/2021;111896;54152;19
Rio de Janeiro;11/08/2021;65940;59514;8
Rio de Janeiro;12/08/2021;48834;59426;0
Rio de Janeiro;13/08/2021;102898;57551;6
Rio de Janeiro;14/08/2021;89072;29136;2
Rio de Janeiro;15/08/2021;6476;1591;0
Rio de Janeiro;16/08/2021;116260;62693;4
Rio de Janeiro;17/08/2021;116346;65416;4
Rio de Janeiro;18/08/2021;118009;75225;2
Rio de Janeiro;19/08/2021;108915;65076;3
Rio de Janeiro;20/08/2021;124897;62147;4
Rio de Janeiro;21/08/2021;40090;32899;1
Rio de Janeiro;22/08/2021;472;300;0
Rio de Janeiro;23/08/2021;77907;58084;4
Rio de Janeiro;24/08/2021;78789;55379;2
Rio de Janeiro;25/08/2021;56302;70260;3
Rio de Janeiro;26/08/2021;69641;52114;7
Rio de Janeiro;27/08/2021;84429;57302;5
Rio de Janeiro;28/08/2021;69197;36289;0
Rio de Janeiro;29/08/2021;1004;457;0
Rio de Janeiro;30/08/2021;82323;74901;4
Rio de Janeiro;31/08/2021;69132;81781;2
Rio de Janeiro;01/09/2021;50015;108364;3
Rio de Janeiro;02/09/2021;38418;72105;8
Rio de Janeiro;03/09/2021;29693;65624;9
Rio de Janeiro;04/09/2021;14088;45162;0
Rio de Janeiro;05/09/2021;433;267;0
Rio de Janeiro;06/09/2021;15219;49140;6
Rio de Janeiro;07/09/2021;1174;2535;0
Rio de Janeiro;08/09/2021;51804;130587;8
Rio de Janeiro;09/09/2021;47866;103944;4
Rio de Janeiro;10/09/2021;58147;87070;3
Rio de Janeiro;11/09/2021;23230;35270;0
Rio de Janeiro;12/09/2021;487;172;0
Rio de Janeiro;13/09/2021;40435;77800;3
Rio de Janeiro;14/09/2021;43330;119132;7
Rio de Janeiro;15/09/2021;56334;108384;5
Rio de Janeiro;16/09/2021;52102;85883;10
Rio de Janeiro;17/09/2021;51908;75722;5
Rio de Janeiro;18/09/2021;14048;33395;8
Rio de Janeiro;19/09/2021;435;1326;0
Rio de Janeiro;20/09/2021;30835;100311;5
Rio de Janeiro;21/09/2021;32676;101962;21
Rio de Janeiro;22/09/2021;53064;108173;11
Rio de Janeiro;23/09/2021;41312;105794;6
Rio de Janeiro;24/09/2021;77008;90647;11
Rio de Janeiro;25/09/2021;52435;76545;1
Rio de Janeiro;26/09/2021;369;598;2
Rio de Janeiro;27/09/2021;27612;110039;22
Rio de Janeiro;28/09/2021;22525;114964;7
Rio de Janeiro;29/09/2021;22421;104828;26
Rio de Janeiro;30/09/2021;19055;100997;11
Rio de Janeiro;01/10/2021;19763;93335;7
Rio de Janeiro;02/10/2021;13142;44610;1
Rio de Janeiro;03/10/2021;285;692;0
Rio de Janeiro;04/10/2021;14206;102623;13
Rio de Janeiro;05/10/2021;12054;106297;7
Rio de Janeiro;06/10/2021;12730;107639;15
Rio de Janeiro;07/10/2021;12098;109632;8
Rio de Janeiro;08/10/2021;9813;107973;4
Rio de Janeiro;09/10/2021;4219;45330;2
Rio de Janeiro;10/10/2021;219;946;2
Rio de Janeiro;11/10/2021;2684;37330;1
Rio de Janeiro;12/10/2021;161;1948;0
Rio de Janeiro;13/10/2021;8516;137141;17
Rio de Janeiro;14/10/2021;9201;138261;10
Rio de Janeiro;15/10/2021;8949;115536;12
Rio de Janeiro;16/10/2021;4427;27882;3
Rio de Janeiro;17/10/2021;142;779;0
Rio de Janeiro;18/10/2021;7462;67509;6
Rio de Janeiro;19/10/2021;6585;71335;3
Rio de Janeiro;20/10/2021;6621;67349;0
Rio de Janeiro;21/10/2021;8647;117352;6
Rio de Janeiro;22/10/2021;7745;104728;45
Rio de Janeiro;23/10/2021;3569;50446;3
Rio de Janeiro;24/10/2021;227;1117;0
Rio de Janeiro;25/10/2021;7080;132899;7
Rio de Janeiro;26/10/2021;7985;136194;1
Rio de Janeiro;27/10/2021;8890;112982;11
Rio de Janeiro;28/10/2021;6250;110406;11
Rio de Janeiro;29/10/2021;5024;95211;36
Rio de Janeiro;30/10/2021;2899;60216;0
Rio de Janeiro;31/10/2021;70;243;0
Rio de Janeiro;01/11/2021;514;4789;2
Rio de Janeiro;02/11/2021;142;1135;0
Rio de Janeiro;03/11/2021;6181;139133;7
Rio de Janeiro;04/11/2021;6852;115120;44
Rio de Janeiro;05/11/2021;5988;133856;5
Rio de Janeiro;06/11/2021;2001;56608;1
Rio de Janeiro;07/11/2021;53;498;0
Rio de Janeiro;08/11/2021;5222;127686;8
Rio de Janeiro;09/11/2021;5304;116614;6
Rio de Janeiro;10/11/2021;5154;107254;2
Rio de Janeiro;11/11/2021;4389;115831;12
Rio de Janeiro;12/11/2021;4228;107033;6
Rio de Janeiro;13/11/2021;1401;38505;2
Rio de Janeiro;14/11/2021;79;479;0
Rio de Janeiro;15/11/2021;423;1219;0
Rio de Janeiro;16/11/2021;5006;108084;3
Rio de Janeiro;17/11/2021;5085;97623;4
Rio de Janeiro;18/11/2021;4681;100251;2
Rio de Janeiro;19/11/2021;4202;83571;4
Rio de Janeiro;20/11/2021;2284;46299;6
Rio de Janeiro;21/11/2021;55;754;0
Rio de Janeiro;22/11/2021;4375;83170;1
Rio de Janeiro;23/11/2021;4587;84784;5
Rio de Janeiro;24/11/2021;4365;71838;5
Rio de Janeiro;25/11/2021;4424;65672;1
Rio de Janeiro;26/11/2021;3453;56270;0
Rio de Janeiro;27/11/2021;1306;20572;0
Rio de Janeiro;28/11/2021;68;1200;0
Rio de Janeiro;29/11/2021;3676;62058;6
Rio de Janeiro;30/11/2021;4199;65002;3
Rio de Janeiro;01/12/2021;4000;59746;2
Rio de Janeiro;02/12/2021;5433;66115;1
Rio de Janeiro;03/12/2021;4997;60730;3
Rio de Janeiro;04/12/2021;1823;21522;3
Rio de Janeiro;05/12/2021;90;462;0
Rio de Janeiro;06/12/2021;4105;58152;9
Rio de Janeiro;07/12/2021;4201;54342;3
Rio de Janeiro;08/12/2021;2972;43597;0
Rio de Janeiro;09/12/2021;3918;52346;1
Rio de Janeiro;10/12/2021;2882;40428;37
Rio de Janeiro;11/12/2021;865;13335;2
Rio de Janeiro;12/12/2021;75;961;1
Rio de Janeiro;13/12/2021;2486;49873;5
Rio de Janeiro;14/12/2021;3117;54667;23
Rio de Janeiro;15/12/2021;2548;49305;3
Rio de Janeiro;16/12/2021;2851;50825;13
Rio de Janeiro;17/12/2021;2121;45862;6
Rio de Janeiro;18/12/2021;637;17120;1
Rio de Janeiro;19/12/2021;35;822;0
Rio de Janeiro;20/12/2021;2486;61961;4
Rio de Janeiro;21/12/2021;2209;70783;24
Rio de Janeiro;22/12/2021;1876;60245;29
Rio de Janeiro;23/12/2021;1299;41481;6
Rio de Janeiro;24/12/2021;98;3932;1
Rio de Janeiro;25/12/2021;18;198;0
Rio de Janeiro;26/12/2021;6;349;0
Rio de Janeiro;27/12/2021;1389;60214;12
Rio de Janeiro;28/12/2021;1792;74339;15
Rio de Janeiro;29/12/2021;1722;62559;6
Rio de Janeiro;30/12/2021;1131;41092;43
Rio de Janeiro;31/12/2021;148;5095;3
Rondônia;01/01/2021;1;0;0
Rondônia;07/01/2021;1;0;0
Rondônia;12/01/2021;4;2;25
Rondônia;13/01/2021;0;0;3
Rondônia;14/01/2021;0;1;0
Rondônia;18/01/2021;1;0;0
Rondônia;19/01/2021;188;0;6
Rondônia;20/01/2021;1156;3;0
Rondônia;21/01/2021;2625;4;0
Rondônia;22/01/2021;1686;8;0
Rondônia;23/01/2021;766;4;0
Rondônia;24/01/2021;374;5;0
Rondônia;25/01/2021;975;2;0
Rondônia;26/01/2021;1361;3;0
Rondônia;27/01/2021;1590;2;0
Rondônia;28/01/2021;1469;2;0
Rondônia;29/01/2021;1485;3;0
Rondônia;30/01/2021;1078;0;0
Rondônia;31/01/2021;300;1;0
Rondônia;01/02/2021;1228;0;0
Rondônia;02/02/2021;1848;4;0
Rondônia;03/02/2021;2067;14;0
Rondônia;04/02/2021;2959;24;0
Rondônia;05/02/2021;2124;16;0
Rondônia;06/02/2021;239;0;0
Rondônia;07/02/2021;31;2;0
Rondônia;08/02/2021;694;23;0
Rondônia;09/02/2021;1400;13;0
Rondônia;10/02/2021;1510;24;0
Rondônia;11/02/2021;1806;23;0
Rondônia;12/02/2021;2159;28;0
Rondônia;13/02/2021;507;5;0
Rondônia;14/02/2021;45;2;0
Rondônia;15/02/2021;1068;431;0
Rondônia;16/02/2021;537;162;0
Rondônia;17/02/2021;1343;1233;0
Rondônia;18/02/2021;1216;2026;0
Rondônia;19/02/2021;1002;1334;0
Rondônia;20/02/2021;335;400;0
Rondônia;21/02/2021;73;305;0
Rondônia;22/02/2021;881;1602;0
Rondônia;23/02/2021;929;1446;0
Rondônia;24/02/2021;975;1692;0
Rondônia;25/02/2021;483;980;0
Rondônia;26/02/2021;221;689;0
Rondônia;27/02/2021;137;232;0
Rondônia;28/02/2021;58;140;0
Rondônia;01/03/2021;286;536;0
Rondônia;02/03/2021;539;992;0
Rondônia;03/03/2021;768;1051;0
Rondônia;04/03/2021;636;985;0
Rondônia;05/03/2021;1011;629;0
Rondônia;06/03/2021;116;271;0
Rondônia;07/03/2021;37;103;0
Rondônia;08/03/2021;661;278;0
Rondônia;09/03/2021;710;1050;0
Rondônia;10/03/2021;1123;848;0
Rondônia;11/03/2021;1500;1417;0
Rondônia;12/03/2021;1126;1784;0
Rondônia;13/03/2021;334;540;0
Rondônia;14/03/2021;68;58;0
Rondônia;15/03/2021;810;1291;0
Rondônia;16/03/2021;864;498;0
Rondônia;17/03/2021;1846;915;0
Rondônia;18/03/2021;1198;914;0
Rondônia;19/03/2021;1268;690;0
Rondônia;20/03/2021;909;334;0
Rondônia;21/03/2021;144;50;0
Rondônia;22/03/2021;904;646;0
Rondônia;23/03/2021;3163;444;0
Rondônia;24/03/2021;3646;517;0
Rondônia;25/03/2021;4123;400;0
Rondônia;26/03/2021;2926;294;0
Rondônia;27/03/2021;2717;82;0
Rondônia;28/03/2021;2147;43;0
Rondônia;29/03/2021;2414;220;2
Rondônia;30/03/2021;7239;481;0
Rondônia;31/03/2021;8844;291;0
Rondônia;01/04/2021;7671;396;0
Rondônia;02/04/2021;719;112;0
Rondônia;03/04/2021;1861;78;0
Rondônia;04/04/2021;145;53;0
Rondônia;05/04/2021;3835;457;0
Rondônia;06/04/2021;3683;512;0
Rondônia;07/04/2021;4980;1382;0
Rondônia;08/04/2021;3107;1757;0
Rondônia;09/04/2021;5122;967;3
Rondônia;10/04/2021;2094;317;0
Rondônia;11/04/2021;76;26;0
Rondônia;12/04/2021;1245;862;0
Rondônia;13/04/2021;4196;613;0
Rondônia;14/04/2021;2249;1725;4
Rondônia;15/04/2021;1985;1248;0
Rondônia;16/04/2021;2338;1394;0
Rondônia;17/04/2021;903;431;0
Rondônia;18/04/2021;8;111;0
Rondônia;19/04/2021;1253;1095;1
Rondônia;20/04/2021;5401;3076;2
Rondônia;21/04/2021;1423;826;0
Rondônia;22/04/2021;3930;4856;0
Rondônia;23/04/2021;3040;2953;0
Rondônia;24/04/2021;1983;3137;0
Rondônia;25/04/2021;21;135;0
Rondônia;26/04/2021;1545;3831;1
Rondônia;27/04/2021;1761;5502;0
Rondônia;28/04/2021;1839;4917;0
Rondônia;29/04/2021;4067;2730;0
Rondônia;30/04/2021;5000;1802;0
Rondônia;01/05/2021;1452;416;0
Rondônia;02/05/2021;49;77;0
Rondônia;03/05/2021;1666;4000;0
Rondônia;04/05/2021;2249;2716;0
Rondônia;05/05/2021;2191;2990;0
Rondônia;06/05/2021;4125;1742;0
Rondônia;07/05/2021;3606;1276;0
Rondônia;08/05/2021;1592;405;0
Rondônia;09/05/2021;3;28;0
Rondônia;10/05/2021;2085;3046;0
Rondônia;11/05/2021;4481;1139;0
Rondônia;12/05/2021;3542;1637;2
Rondônia;13/05/2021;5786;777;0
Rondônia;14/05/2021;4747;3392;0
Rondônia;15/05/2021;1277;632;0
Rondônia;16/05/2021;7;6;0
Rondônia;17/05/2021;1977;1182;0
Rondônia;18/05/2021;3051;3773;1
Rondônia;19/05/2021;3006;3714;0
Rondônia;20/05/2021;6569;2554;0
Rondônia;21/05/2021;5256;3218;0
Rondônia;22/05/2021;1061;973;0
Rondônia;23/05/2021;192;67;0
Rondônia;24/05/2021;1989;1482;0
Rondônia;25/05/2021;2483;1809;0
Rondônia;26/05/2021;3717;819;0
Rondônia;27/05/2021;2515;1110;0
Rondônia;28/05/2021;4519;808;0
Rondônia;29/05/2021;488;237;0
Rondônia;30/05/2021;39;34;0
Rondônia;31/05/2021;3913;303;0
Rondônia;01/06/2021;5338;342;0
Rondônia;02/06/2021;10498;828;0
Rondônia;03/06/2021;261;39;0
Rondônia;04/06/2021;6099;754;0
Rondônia;05/06/2021;3431;240;0
Rondônia;06/06/2021;594;55;0
Rondônia;07/06/2021;7269;351;0
Rondônia;08/06/2021;7989;497;0
Rondônia;09/06/2021;7928;347;0
Rondônia;10/06/2021;12770;490;0
Rondônia;11/06/2021;11611;443;0
Rondônia;12/06/2021;1962;71;0
Rondônia;13/06/2021;258;2;0
Rondônia;14/06/2021;5546;197;0
Rondônia;15/06/2021;9976;241;0
Rondônia;16/06/2021;9218;229;0
Rondônia;17/06/2021;8004;198;0
Rondônia;18/06/2021;10928;273;0
Rondônia;19/06/2021;6666;56;0
Rondônia;20/06/2021;2162;77;0
Rondônia;21/06/2021;6433;207;0
Rondônia;22/06/2021;8941;648;0
Rondônia;23/06/2021;6360;498;0
Rondônia;24/06/2021;9307;537;0
Rondônia;25/06/2021;7651;274;0
Rondônia;26/06/2021;2250;31;0
Rondônia;27/06/2021;239;12;0
Rondônia;28/06/2021;8611;471;1
Rondônia;29/06/2021;10232;1357;0
Rondônia;30/06/2021;7506;1123;0
Rondônia;01/07/2021;3528;743;0
Rondônia;02/07/2021;5651;486;0
Rondônia;03/07/2021;2240;128;0
Rondônia;04/07/2021;2609;8;0
Rondônia;05/07/2021;7638;422;0
Rondônia;06/07/2021;10884;630;6
Rondônia;07/07/2021;14019;681;0
Rondônia;08/07/2021;13827;475;0
Rondônia;09/07/2021;9665;484;0
Rondônia;10/07/2021;2905;138;0
Rondônia;11/07/2021;428;15;0
Rondônia;12/07/2021;7552;636;0
Rondônia;13/07/2021;7403;1492;0
Rondônia;14/07/2021;4365;1752;0
Rondônia;15/07/2021;5199;2551;0
Rondônia;16/07/2021;5807;2814;0
Rondônia;17/07/2021;2853;1040;0
Rondônia;18/07/2021;1216;173;0
Rondônia;19/07/2021;5948;4272;0
Rondônia;20/07/2021;10465;2887;4
Rondônia;21/07/2021;8814;3825;3
Rondônia;22/07/2021;7862;5060;6
Rondônia;23/07/2021;9715;4895;0
Rondônia;24/07/2021;6897;815;0
Rondônia;25/07/2021;58;51;0
Rondônia;26/07/2021;10060;4275;0
Rondônia;27/07/2021;6469;5085;0
Rondônia;28/07/2021;9878;4485;0
Rondônia;29/07/2021;5023;3503;0
Rondônia;30/07/2021;7190;5715;0
Rondônia;31/07/2021;2550;252;0
Rondônia;01/08/2021;58;72;0
Rondônia;02/08/2021;5449;2171;0
Rondônia;03/08/2021;9906;4779;0
Rondônia;04/08/2021;10065;7071;0
Rondônia;05/08/2021;11331;4844;0
Rondônia;06/08/2021;9455;6426;0
Rondônia;07/08/2021;4567;456;0
Rondônia;08/08/2021;80;24;0
Rondônia;09/08/2021;9061;3912;2
Rondônia;10/08/2021;14242;3934;0
Rondônia;11/08/2021;11987;6737;0
Rondônia;12/08/2021;17216;4446;0
Rondônia;13/08/2021;12323;5527;0
Rondônia;14/08/2021;3988;1051;0
Rondônia;15/08/2021;30;125;0
Rondônia;16/08/2021;6234;3971;0
Rondônia;17/08/2021;8903;3214;0
Rondônia;18/08/2021;9415;5486;0
Rondônia;19/08/2021;12383;5171;0
Rondônia;20/08/2021;8868;9079;0
Rondônia;21/08/2021;2143;2322;2
Rondônia;22/08/2021;30;38;0
Rondônia;23/08/2021;8717;5194;0
Rondônia;24/08/2021;14098;6018;0
Rondônia;25/08/2021;11373;8966;0
Rondônia;26/08/2021;18015;6409;0
Rondônia;27/08/2021;12112;6122;0
Rondônia;28/08/2021;3341;1273;0
Rondônia;29/08/2021;608;107;0
Rondônia;30/08/2021;5587;5649;0
Rondônia;31/08/2021;5760;9281;2
Rondônia;01/09/2021;7333;8499;0
Rondônia;02/09/2021;7686;6933;0
Rondônia;03/09/2021;7956;11263;0
Rondônia;04/09/2021;1639;1242;0
Rondônia;05/09/2021;2322;1159;0
Rondônia;06/09/2021;3534;5902;0
Rondônia;07/09/2021;174;32;0
Rondônia;08/09/2021;4170;11234;0
Rondônia;09/09/2021;4833;10288;0
Rondônia;10/09/2021;3436;8638;0
Rondônia;11/09/2021;2954;2442;0
Rondônia;12/09/2021;123;32;0
Rondônia;13/09/2021;2368;5445;0
Rondônia;14/09/2021;2682;4831;0
Rondônia;15/09/2021;2239;4595;2
Rondônia;16/09/2021;2588;5294;0
Rondônia;17/09/2021;1696;7432;0
Rondônia;18/09/2021;454;1515;0
Rondônia;19/09/2021;45;81;0
Rondônia;20/09/2021;1351;4555;0
Rondônia;21/09/2021;1578;5014;1
Rondônia;22/09/2021;2338;6352;81
Rondônia;23/09/2021;1458;8167;49
Rondônia;24/09/2021;1972;5282;19
Rondônia;25/09/2021;402;1991;10
Rondônia;26/09/2021;14;43;0
Rondônia;27/09/2021;1371;4925;91
Rondônia;28/09/2021;1818;6173;84
Rondônia;29/09/2021;2141;6043;62
Rondônia;30/09/2021;1117;6922;40
Rondônia;01/10/2021;1318;5213;75
Rondônia;02/10/2021;400;2362;8
Rondônia;03/10/2021;9;19;0
Rondônia;04/10/2021;1121;4073;7
Rondônia;05/10/2021;1319;5955;40
Rondônia;06/10/2021;1397;6595;40
Rondônia;07/10/2021;1209;8233;35
Rondônia;08/10/2021;1346;6617;50
Rondônia;09/10/2021;460;2296;30
Rondônia;10/10/2021;82;576;5
Rondônia;11/10/2021;667;6596;71
Rondônia;12/10/2021;46;714;20
Rondônia;13/10/2021;1000;13426;73
Rondônia;14/10/2021;1151;10987;66
Rondônia;15/10/2021;898;10934;64
Rondônia;16/10/2021;2329;9052;58
Rondônia;17/10/2021;16;199;0
Rondônia;18/10/2021;914;8753;114
Rondônia;19/10/2021;1185;11652;73
Rondônia;20/10/2021;1312;11872;84
Rondônia;21/10/2021;1295;12240;90
Rondônia;22/10/2021;2209;13617;61
Rondônia;23/10/2021;724;7689;53
Rondônia;24/10/2021;47;163;0
Rondônia;25/10/2021;820;7224;76
Rondônia;26/10/2021;1175;13115;183
Rondônia;27/10/2021;1353;11038;168
Rondônia;28/10/2021;981;9731;194
Rondônia;29/10/2021;1374;10446;33
Rondônia;30/10/2021;276;2141;126
Rondônia;31/10/2021;1;30;0
Rondônia;01/11/2021;197;2072;92
Rondônia;02/11/2021;1;16;0
Rondônia;03/11/2021;966;10549;167
Rondônia;04/11/2021;943;10636;147
Rondônia;05/11/2021;1634;12432;146
Rondônia;06/11/2021;202;2871;48
Rondônia;07/11/2021;4;16;0
Rondônia;08/11/2021;843;6840;154
Rondônia;09/11/2021;898;7298;140
Rondônia;10/11/2021;888;8697;168
Rondônia;11/11/2021;661;7497;132
Rondônia;12/11/2021;849;7394;164
Rondônia;13/11/2021;241;1666;92
Rondônia;14/11/2021;133;221;0
Rondônia;15/11/2021;244;69;0
Rondônia;16/11/2021;1057;6355;155
Rondônia;17/11/2021;833;7367;126
Rondônia;18/11/2021;922;9597;144
Rondônia;19/11/2021;1182;8173;369
Rondônia;20/11/2021;397;2219;230
Rondônia;21/11/2021;96;735;2
Rondônia;22/11/2021;939;8603;60
Rondônia;23/11/2021;897;7809;51
Rondônia;24/11/2021;865;8579;179
Rondônia;25/11/2021;828;8115;158
Rondônia;26/11/2021;1217;9873;107
Rondônia;27/11/2021;255;1815;97
Rondônia;28/11/2021;22;61;0
Rondônia;29/11/2021;1130;7487;3
Rondônia;30/11/2021;862;7505;2
Rondônia;01/12/2021;1278;8144;0
Rondônia;02/12/2021;1047;9286;0
Rondônia;03/12/2021;1150;8578;142
Rondônia;04/12/2021;1418;12978;337
Rondônia;05/12/2021;11;113;0
Rondônia;06/12/2021;919;6475;129
Rondônia;07/12/2021;928;6763;124
Rondônia;08/12/2021;800;6492;69
Rondônia;09/12/2021;807;6049;70
Rondônia;10/12/2021;739;5879;57
Rondônia;11/12/2021;135;1365;8
Rondônia;12/12/2021;87;578;0
Rondônia;13/12/2021;710;5450;117
Rondônia;14/12/2021;768;7122;137
Rondônia;15/12/2021;556;5703;135
Rondônia;16/12/2021;652;6734;84
Rondônia;17/12/2021;508;4536;108
Rondônia;18/12/2021;117;994;63
Rondônia;19/12/2021;53;449;86
Rondônia;20/12/2021;517;5270;139
Rondônia;21/12/2021;432;4253;95
Rondônia;22/12/2021;306;3400;72
Rondônia;23/12/2021;248;2883;46
Rondônia;24/12/2021;21;231;0
Rondônia;25/12/2021;2;5;0
Rondônia;26/12/2021;13;40;0
Rondônia;27/12/2021;269;3213;109
Rondônia;28/12/2021;347;3957;131
Rondônia;29/12/2021;261;3672;142
Rondônia;30/12/2021;255;2913;84
Rondônia;31/12/2021;8;89;13
Roraima;17/01/2021;4;1;0
Roraima;18/01/2021;14;0;0
Roraima;19/01/2021;8;1;0
Roraima;20/01/2021;288;1;0
Roraima;21/01/2021;1192;6;0
Roraima;22/01/2021;1493;1;0
Roraima;23/01/2021;1000;3;0
Roraima;24/01/2021;290;3;0
Roraima;25/01/2021;1354;3;0
Roraima;26/01/2021;1349;3;0
Roraima;27/01/2021;1069;6;0
Roraima;28/01/2021;1036;5;0
Roraima;29/01/2021;1046;0;0
Roraima;30/01/2021;392;0;0
Roraima;31/01/2021;201;1;0
Roraima;01/02/2021;743;9;0
Roraima;02/02/2021;761;14;0
Roraima;03/02/2021;1091;6;0
Roraima;04/02/2021;988;121;0
Roraima;05/02/2021;903;60;0
Roraima;06/02/2021;744;30;0
Roraima;07/02/2021;272;39;0
Roraima;08/02/2021;1352;339;0
Roraima;09/02/2021;1444;390;0
Roraima;10/02/2021;1080;732;0
Roraima;11/02/2021;846;1160;0
Roraima;12/02/2021;765;1086;0
Roraima;13/02/2021;289;347;0
Roraima;14/02/2021;249;150;0
Roraima;15/02/2021;674;841;0
Roraima;16/02/2021;561;593;0
Roraima;17/02/2021;601;927;0
Roraima;18/02/2021;501;1225;0
Roraima;19/02/2021;617;866;0
Roraima;20/02/2021;269;260;0
Roraima;21/02/2021;105;112;0
Roraima;22/02/2021;454;676;0
Roraima;23/02/2021;341;565;0
Roraima;24/02/2021;294;726;0
Roraima;25/02/2021;388;739;0
Roraima;26/02/2021;288;668;0
Roraima;27/02/2021;210;455;0
Roraima;28/02/2021;55;106;0
Roraima;01/03/2021;807;776;0
Roraima;02/03/2021;964;1126;0
Roraima;03/03/2021;619;715;0
Roraima;04/03/2021;475;479;0
Roraima;05/03/2021;563;741;0
Roraima;06/03/2021;112;264;0
Roraima;07/03/2021;79;122;0
Roraima;08/03/2021;409;605;0
Roraima;09/03/2021;379;529;0
Roraima;10/03/2021;357;493;0
Roraima;11/03/2021;302;427;0
Roraima;12/03/2021;325;463;0
Roraima;13/03/2021;99;194;0
Roraima;14/03/2021;48;166;0
Roraima;15/03/2021;193;497;0
Roraima;16/03/2021;197;335;0
Roraima;17/03/2021;187;360;0
Roraima;18/03/2021;275;349;0
Roraima;19/03/2021;1883;263;0
Roraima;20/03/2021;805;205;0
Roraima;21/03/2021;373;70;0
